requestId,createdDate,closedDate,typeId,typeName,address,lat_lon,latitude,longitude,agencyId,agencyName,sourceId,srnumber,sourceName,councilId,councilName
10638611,2022-09-19 11:14:32,2022-09-20 16:21:03,7,Metal/Appliances,"5232 E HUB ST, 90042","(34.1167352285, -118.202547773)",34.1167352285,-118.202547773,3,Sanitation Bureau,8,1-2501011961,Phone Call,39,Historic Highland Park
10638612,2022-09-19 11:14:36,2022-09-22 16:11:39,4,Bulky Items,"1722 N LAKME AVE, 90744","(33.7983394985, -118.260963529)",33.7983394985,-118.260963529,3,Sanitation Bureau,8,1-2501006691,Phone Call,95,Wilmington
10638613,2022-09-19 11:14:36,2022-09-20 12:48:41,6,Illegal Dumping,"20020 W LULL ST, 91306","(34.2093143046, -118.569522026)",34.2093143046,-118.569522026,3,Sanitation Bureau,8,1-2501011981,Phone Call,97,Winnetka
10638614,2022-09-19 11:14:45,2022-09-21 13:16:57,4,Bulky Items,"2249 W INDIA ST, 90039","(34.1030762659, -118.256452223)",34.1030762659,-118.256452223,3,Sanitation Bureau,8,1-2501011101,Phone Call,73,Silver Lake
10638615,2022-09-19 11:14:51,2022-09-21 09:48:41,4,Bulky Items,"4245 N GREENBUSH AVE, 91423","(34.1485424135, -118.426097965)",34.1485424135,-118.426097965,3,Sanitation Bureau,8,1-2501012081,Phone Call,72,Sherman Oaks
10638623,2022-09-19 11:15:18,2022-09-23 07:31:37,6,Illegal Dumping,"1248 S CORNING ST, 90035","(34.0545034898, -118.377270644)",34.0545034898,-118.377270644,3,Sanitation Bureau,8,1-2501011241,Phone Call,75,South Robertson
10638626,2022-09-19 11:15:21,2022-09-21 06:26:38,4,Bulky Items,"414 S LANDFAIR AVE, 90024","(34.0699588647, -118.452723456)",34.0699588647,-118.452723456,3,Sanitation Bureau,8,1-2501012261,Phone Call,57,North Westwood
10638638,2022-09-19 11:15:45,2022-09-22 13:59:25,1,Graffiti,"7441 N LOUISE AVE, 91406","(34.2057958383, -118.510073624)",34.2057958383,-118.510073624,4,Office of Community Beautification,17,1-2501012461,Website,44,Lake Balboa
10638645,2022-09-19 11:15:59,2022-09-21 12:12:56,4,Bulky Items,"7411 N JAMIESON AVE, 91335","(34.2052217454, -118.522039143)",34.2052217454,-118.522039143,3,Sanitation Bureau,17,1-2501013231,Website,71,Reseda
10638662,2022-09-19 11:16:33,2022-09-20 13:42:42,4,Bulky Items,"12344 W OXNARD ST, 91606","(34.1792015213, -118.402362677)",34.1792015213,-118.402362677,3,Sanitation Bureau,7,1-2501013521,Mobile App,31,Greater Valley Glen
10638664,2022-09-19 11:16:38,2022-09-21 10:23:24,4,Bulky Items,"14335 W HUSTON ST, 91423","(34.1595380999, -118.445520739)",34.1595380999,-118.445520739,3,Sanitation Bureau,7,1-2501013571,Mobile App,72,Sherman Oaks
10638674,2022-09-19 11:17:00,2022-09-21 10:05:02,4,Bulky Items,"7540 N ZELZAH AVE, 91335","(34.2077852821, -118.522868873)",34.2077852821,-118.522868873,3,Sanitation Bureau,8,1-2501016211,Phone Call,71,Reseda
10638682,2022-09-19 11:17:15,2022-09-20 15:51:45,3,Animal Remains,"10400 S ZAMORA AVE, 90002","(33.9416347812, -118.251810042)",33.9416347812,-118.251810042,3,Sanitation Bureau,8,1-2501015251,Phone Call,86,Watts
10638727,2022-09-19 11:17:15,2022-09-19 11:17:53,1,Graffiti,"13928 W TERRA BELLA ST, 91331","(34.2449424541, -118.436380439)",34.2449424541,-118.436380439,4,Office of Community Beautification,18,1-2501016331,Work Crew,1,Arleta
10638693,2022-09-19 11:17:34,2022-09-20 08:38:02,4,Bulky Items,"8673 N WINNETKA AVE, 91306","(34.2278510225, -118.571287534)",34.2278510225,-118.571287534,3,Sanitation Bureau,7,1-2501016441,Mobile App,97,Winnetka
10638703,2022-09-19 11:18:20,2022-09-21 10:04:29,4,Bulky Items,"7348 N JAMIESON AVE, 91335","(34.2044488367, -118.521772988)",34.2044488367,-118.521772988,3,Sanitation Bureau,17,1-2501015671,Website,71,Reseda
10638705,2022-09-19 11:18:29,2022-09-20 13:35:29,4,Bulky Items,"12738 W VOSE ST, 91605","(34.1982863625, -118.410838595)",34.1982863625,-118.410838595,3,Sanitation Bureau,8,1-2501019271,Phone Call,53,Noho West
10638708,2022-09-19 11:18:34,2022-09-23 13:02:08,4,Bulky Items,"1381 S KENISTON AVE, 90019","(34.0490275107, -118.339619129)",34.0490275107,-118.339619129,3,Sanitation Bureau,7,1-2501019291,Mobile App,62,Olympic Park
10642531,2022-09-19 11:18:44,2022-09-19 15:56:52,4,Bulky Items,"3905 S WISCONSIN PL, 90037","(34.0152608083, -118.293463605)",34.0152608083,-118.293463605,3,Sanitation Bureau,8,1-2501015841,Phone Call,20,Empowerment Congress North
10638710,2022-09-19 11:18:49,2022-09-22 12:47:00,4,Bulky Items,"5955 W 8TH ST, 90036","(34.0609510442, -118.359656319)",34.0609510442,-118.359656319,3,Sanitation Bureau,8,1-2501021911,Phone Call,50,Mid City West
10638712,2022-09-19 11:18:59,2022-09-20 16:34:27,4,Bulky Items,"540 N ERSKINE DR, 90272","(34.0419943464, -118.5335518)",34.0419943464,-118.5335518,3,Sanitation Bureau,8,1-2501018761,Phone Call,0,No council
10638713,2022-09-19 11:19:06,2022-09-22 12:20:50,1,Graffiti,"HARVARD BLVD AT WASHINGTON BLVD, 90018","(34.0399447224, -118.304340653)",34.0399447224,-118.304340653,4,Office of Community Beautification,17,1-2501018781,Website,81,UNNC
10638733,2022-09-19 11:19:09,2022-09-19 11:20:24,1,Graffiti,"1900 E 6TH ST, 90033","(34.0400547647, -118.21986824)",34.0400547647,-118.21986824,4,Office of Community Beautification,18,1-2501019451,Work Crew,5,Boyle Heights
