typeName,latitude,longitude,lat_lon,address,count
Bulky Items,33.9839882309,-118.327803295,"(33.9839882309, -118.327803295)","6122 S 10TH AVE, 90043",2
Animal Remains,33.9805078713,-118.266584417,"(33.9805078713, -118.266584417)","424 E 65TH ST, 90003",2
Bulky Items,33.968064512,-118.317363786,"(33.968064512, -118.317363786)","2150 W 78TH PL, 90047",2
Bulky Items,33.9396815905,-118.250087573,"(33.9396815905, -118.250087573)","1407 E 106TH ST, 90002",2
Bulky Items,33.9834444864,-118.271075994,"(33.9834444864, -118.271075994)","219 E 62ND ST, 90003",2
Other,33.9474564874,-118.281181857,"(33.9474564874, -118.281181857)","419 W 98TH ST, 90003",2
Bulky Items,33.9393599897,-118.282439908,"(33.9393599897, -118.282439908)","10624 1/2 S FIGUEROA ST, 90003",2
Bulky Items,33.9567578918,-118.301692625,"(33.9567578918, -118.301692625)","1437 W 89TH ST, 90047",2
Bulky Items,33.9569791385,-118.29033337,"(33.9569791385, -118.29033337)","8830 S MENLO AVE, 90044",2
Bulky Items,33.781395901,-118.271495074,"(33.781395901, -118.271495074)","919 N MCDONALD AVE, 90744",2
Animal Remains,34.2027400521,-118.518826952,"(34.2027400521, -118.518826952)","7255 N WHITE OAK AVE, 91335",2
Bulky Items,33.7819139798,-118.266595776,"(33.7819139798, -118.266595776)","924 N ISLAND AVE, 90744",2
Water Waste,33.9576891057,-118.263201265,"(33.9576891057, -118.263201265)","691 N CALIBURN DR, 90002",2
Bulky Items,33.9689474019,-118.309770149,"(33.9689474019, -118.309770149)","1816 W 78TH ST, 90047",2
Animal Remains,33.9894089607,-118.329614669,"(33.9894089607, -118.329614669)","5747 S 11TH AVE, 90043",2
Animal Remains,34.1953035156,-118.445623979,"(34.1953035156, -118.445623979)","6843 N LENNOX AVE, 91405",2
Bulky Items,33.9404303601,-118.249895044,"(33.9404303601, -118.249895044)","10517 S MARY AVE, 90002",2
Bulky Items,33.7639978286,-118.308341724,"(33.7639978286, -118.308341724)","2125 N STONEWOOD CT, 90732",2
Animal Remains,34.2411714218,-118.504237872,"(34.2411714218, -118.504237872)","9400 N PASO ROBLES AVE, 91325",2
Water Waste,34.04743871,-118.195412769,"(34.04743871, -118.195412769)","3121 E BLANCHARD ST, 90063",2
Bulky Items,33.9448331643,-118.258410999,"(33.9448331643, -118.258410999)","907 E 101ST ST, 90002",2
Bulky Items,33.7434228606,-118.284161391,"(33.7434228606, -118.284161391)","328 W 1ST ST, 90731",2
Bulky Items,33.716428486,-118.309647996,"(33.716428486, -118.309647996)","1469 W SILVIUS AVE, 90731",2
Bulky Items,33.9440836359,-118.311388799,"(33.9440836359, -118.311388799)","10045 S ST ANDREWS PL, 90047",2
Animal Remains,33.9420003774,-118.25743802,"(33.9420003774, -118.25743802)","937 E 104TH ST, 90002",2
Bulky Items,33.9440443464,-118.24067541,"(33.9440443464, -118.24067541)","10142 1/4 S BEACH ST, 90002",2
Bulky Items,33.9523969696,-118.282989199,"(33.9523969696, -118.282989199)","9217 S FIGUEROA ST, 90003",2
Bulky Items,33.9848752756,-118.277824853,"(33.9848752756, -118.277824853)","254 W 60TH ST, 90003",2
Metal/Appliances,34.2740237496,-118.407463201,"(34.2740237496, -118.407463201)","12600 W CARL ST, 91331",2
Animal Remains,34.3080996538,-118.473451554,"(34.3080996538, -118.473451554)","15648 W LA MESA ST, 91342",2
Bulky Items,33.9436437211,-118.288857372,"(33.9436437211, -118.288857372)","750 W 102ND ST, 90044",2
Bulky Items,33.9845033397,-118.350758907,"(33.9845033397, -118.350758907)","4257 W 61ST ST, 90043",2
Bulky Items,33.7455034467,-118.300163826,"(33.7455034467, -118.300163826)","1059 W SEPULVEDA ST, 90731",2
Bulky Items,33.9716791804,-118.329123693,"(33.9716791804, -118.329123693)","3208 W 75TH ST, 90043",2
Metal/Appliances,34.1176783518,-118.174509731,"(34.1176783518, -118.174509731)","6643 E FERRARA ST, 90042",2
Bulky Items,33.9711007768,-118.307771742,"(33.9711007768, -118.307771742)","7530 S HOBART BLVD, 90047",2
Bulky Items,33.942035274,-118.274875662,"(33.942035274, -118.274875662)","123 W 104TH ST, 90003",2
Bulky Items,33.9842897858,-118.31474838,"(33.9842897858, -118.31474838)","6100 S WILTON PL, 90047",2
Bulky Items,33.9418566821,-118.236001852,"(33.9418566821, -118.236001852)","10341 S HICKORY ST, 90002",2
Bulky Items,33.9537049811,-118.289242853,"(33.9537049811, -118.289242853)","9116 S BARING CROSS ST, 90044",2
Bulky Items,33.9765619573,-118.273802631,"(33.9765619573, -118.273802631)","6910 S MAIN ST, 90003",2
Bulky Items,33.9538130985,-118.289506753,"(33.9538130985, -118.289506753)","9111 S BARING CROSS ST, 90044",2
Animal Remains,33.9618129043,-118.38113758,"(33.9618129043, -118.38113758)","8407 S WINSFORD AVE, 90045",2
Bulky Items,33.7593636181,-118.300035397,"(33.7593636181, -118.300035397)","1604 N BARDALE AVE, 90731",2
Metal/Appliances,34.3092288308,-118.473722582,"(34.3092288308, -118.473722582)","15706 W ROXFORD ST, 91342",2
Metal/Appliances,34.3192851502,-118.480041241,"(34.3192851502, -118.480041241)","16079 W YARNELL ST, 91342",2
Bulky Items,33.9841174857,-118.324420285,"(33.9841174857, -118.324420285)","6046 S 7TH AVE, 90043",2
Bulky Items,33.9686728118,-118.289977732,"(33.9686728118, -118.289977732)","920 W 78TH ST, 90044",2
Bulky Items,33.9831229464,-118.294841309,"(33.9831229464, -118.294841309)","1124 W 62ND ST, 90044",2
Water Waste,34.1211895269,-118.264042146,"(34.1211895269, -118.264042146)","3822 W EDENHURST AVE, 90039",2
Bulky Items,33.9646796425,-118.305626303,"(33.9646796425, -118.305626303)","1627 W 82ND ST, 90047",2
Bulky Items,33.9802117692,-118.28801261,"(33.9802117692, -118.28801261)","821 W 65TH ST, 90044",2
Animal Remains,34.1039912601,-118.225956022,"(34.1039912601, -118.225956022)","3427 E SCARBORO ST, 90065",2
Other,34.0783579828,-118.257732757,"(34.0783579828, -118.257732757)","LOGAN ST AT MONTANA ST, 90026",2
Animal Remains,34.0840582811,-118.167781798,"(34.0840582811, -118.167781798)","5315 E EDNA ST, 90032",2
Other,34.0961947306,-118.322327522,"(34.0961947306, -118.322327522)","GOWER ST AT DE LONGPRE AVE, 90028",2
Bulky Items,33.9817571652,-118.289193377,"(33.9817571652, -118.289193377)","862 W GAGE AVE, 90044",2
Bulky Items,33.9815267804,-118.295038082,"(33.9815267804, -118.295038082)","1139 W 64TH ST, 90044",2
Bulky Items,33.9299475027,-118.268735761,"(33.9299475027, -118.268735761)","322 E 115TH ST, 90061",2
Animal Remains,34.031683344,-118.440023227,"(34.031683344, -118.440023227)","2487 S BUTLER AVE, 90064",2
Metal/Appliances,34.199406829,-118.424266741,"(34.199406829, -118.424266741)","7100 N VARNA AVE, 91605",2
Metal/Appliances,34.0549082183,-118.379394446,"(34.0549082183, -118.379394446)","1226 S SHERBOURNE DR, 90035",2
Other,34.2138568952,-118.383460331,"(34.2138568952, -118.383460331)","ARMINTA ST AT BECK AVE, 91605",2
Animal Remains,34.0700067643,-118.36906905,"(34.0700067643, -118.36906905)","6545 W COLGATE AVE, 90048",2
Other,34.202283755,-118.371637177,"(34.202283755, -118.371637177)","7231 N ENSIGN AVE, 91352",2
Animal Remains,33.9997274887,-118.26077029,"(33.9997274887, -118.26077029)","4816 S MCKINLEY AVE, 90011",2
Bulky Items,33.9645658655,-118.313415299,"(33.9645658655, -118.313415299)","GRAMERCY PL AT 82ND ST, 90047",2
Metal/Appliances,34.1859063136,-118.420511579,"(34.1859063136, -118.420511579)","6339 N ATOLL AVE, 91401",2
Metal/Appliances,34.1877838129,-118.5449727,"(34.1877838129, -118.5449727)","6435 N WILBUR AVE, 91335",2
Animal Remains,34.058269022,-118.356668646,"(34.058269022, -118.356668646)","924 S CURSON AVE, 90036",2
Bulky Items,33.9807078255,-118.314941387,"(33.9807078255, -118.314941387)","2045 W 65TH ST, 90047",2
Bulky Items,33.7936491689,-118.245130633,"(33.7936491689, -118.245130633)","1511 E CRUCES ST, 90744",2
Bulky Items,33.7938771998,-118.305598629,"(33.7938771998, -118.305598629)","1635 W 254TH ST, 90710",2
Animal Remains,34.0552121163,-118.466561432,"(34.0552121163, -118.466561432)","11680 W MONTANA AVE, 90049",2
Bulky Items,33.9637686194,-118.310333218,"(33.9637686194, -118.310333218)","1835 W 83RD ST, 90047",2
Bulky Items,33.7968578171,-118.305048006,"(33.7968578171, -118.305048006)","1621 W 251ST ST, 90710",2
Metal/Appliances,34.0560147267,-118.477431538,"(34.0560147267, -118.477431538)","312 S GRETNA GREEN WAY, 90049",2
Bulky Items,33.7972289475,-118.26403024,"(33.7972289475, -118.26403024)","1663 N AVALON BLVD, 90744",2
Bulky Items,33.7983394985,-118.260963529,"(33.7983394985, -118.260963529)","1722 N LAKME AVE, 90744",2
Other,34.0776805702,-118.214351657,"(34.0776805702, -118.214351657)","2640 N WORKMAN ST, 90031",2
Bulky Items,33.9823280804,-118.329275647,"(33.9823280804, -118.329275647)","6320 S 11TH AVE, 90043",2
Other,34.264492096,-118.485198528,"(34.264492096, -118.485198528)","16200 W CHATSWORTH ST, 91344",2
Bulky Items,33.9619397955,-118.301534282,"(33.9619397955, -118.301534282)","1433 W 84TH PL, 90047",2
Bulky Items,33.9372126034,-118.273743399,"(33.9372126034, -118.273743399)","10900 S MAIN ST, 90061",2
Bulky Items,33.9677167861,-118.283382202,"(33.9677167861, -118.283382202)","514 W 79TH ST, 90044",2
Bulky Items,33.7837930819,-118.248844526,"(33.7837930819, -118.248844526)","1007 N PIONEER AVE, 90744",2
Animal Remains,34.0015457954,-118.318023297,"(34.0015457954, -118.318023297)","4606 S ARLINGTON AVE, 90043",2
Bulky Items,33.9790216729,-118.306441061,"(33.9790216729, -118.306441061)","1652 W 66TH ST, 90047",2
Metal/Appliances,34.1037246504,-118.290578505,"(34.1037246504, -118.290578505)","4627 W MELBOURNE AVE, 90027",2
Metal/Appliances,34.1703445721,-118.518234642,"(34.1703445721, -118.518234642)","5460 N WHITE OAK AVE, 91316",2
Bulky Items,33.9370016686,-118.282442434,"(33.9370016686, -118.282442434)","10908 S FIGUEROA ST, 90061",2
Bulky Items,33.936996072,-118.241531539,"(33.936996072, -118.241531539)","1760 E 109TH ST, 90059",2
Bulky Items,33.9366761514,-118.242954594,"(33.9366761514, -118.242954594)","1690 E 109TH ST, 90059",2
Bulky Items,33.9666060554,-118.258955152,"(33.9666060554, -118.258955152)","855 E 80TH ST, 90001",2
Bulky Items,33.9364162815,-118.275864453,"(33.9364162815, -118.275864453)","156 W 109TH PL, 90061",2
Bulky Items,33.9363863739,-118.281339603,"(33.9363863739, -118.281339603)","426 W 109TH PL, 90061",2
Bulky Items,33.9665909148,-118.262065168,"(33.9665909148, -118.262065168)","727 E 80TH ST, 90001",2
Animal Remains,34.0056474611,-118.318383564,"(34.0056474611, -118.318383564)","4261 S ARLINGTON AVE, 90008",2
Other,34.3086750642,-118.502363528,"(34.3086750642, -118.502363528)","13100 N BALBOA BLVD, 91344",2
Bulky Items,33.7856376695,-118.258546997,"(33.7856376695, -118.258546997)","1119 N BANNING BLVD, 90744",2
Metal/Appliances,34.17377392,-118.602049779,"(34.17377392, -118.602049779)","5711 N OWENSMOUTH AVE, 91367",2
Bulky Items,33.9797895614,-118.333691505,"(33.9797895614, -118.333691505)","6526 S BRYNHURST AVE, 90043",2
Bulky Items,33.9798937094,-118.308041386,"(33.9798937094, -118.308041386)","1737 W 65TH PL, 90047",2
Bulky Items,33.9609222825,-118.28372698,"(33.9609222825, -118.28372698)","524 W 85TH ST, 90044",2
Bulky Items,33.9351773291,-118.236093548,"(33.9351773291, -118.236093548)","10983 S HICKORY ST, 90059",2
Bulky Items,33.9346105233,-118.285738996,"(33.9346105233, -118.285738996)","622 W 111TH ST, 90044",2
Bulky Items,33.9335302306,-118.282518951,"(33.9335302306, -118.282518951)","11166 S FIGUEROA ST, 90061",2
Bulky Items,33.7874319104,-118.251329553,"(33.7874319104, -118.251329553)","915 E L ST, 90744",2
Animal Remains,34.1322961711,-118.453206646,"(34.1322961711, -118.453206646)","14701 W MULHOLLAND DR, 90077",2
Bulky Items,33.7883615795,-118.246934929,"(33.7883615795, -118.246934929)","1326 E ROBIDOUX ST, 90744",2
Bulky Items,33.9851136392,-118.292859196,"(33.9851136392, -118.292859196)","1037 W 60TH PL, 90044",2
Bulky Items,33.7800497784,-118.276748541,"(33.7800497784, -118.276748541)","828 N HAWAIIAN AVE, 90744",2
Metal/Appliances,34.2587923992,-118.425211937,"(34.2587923992, -118.425211937)","13403 W PIERCE ST, 91331",2
Bulky Items,33.7334273262,-118.291474117,"(33.7334273262, -118.291474117)","664 W 12TH ST, 90731",2
Bulky Items,33.9493821876,-118.263782678,"(33.9493821876, -118.263782678)","641 E COLDEN AVE, 90002",2
Bulky Items,33.9510249549,-118.257982992,"(33.9510249549, -118.257982992)","918 E 94TH ST, 90002",2
Water Waste,34.2260399044,-118.502862497,"(34.2260399044, -118.502862497)","8545 N BALBOA BLVD, 91325",2
Bulky Items,33.9853841095,-118.351320713,"(33.9853841095, -118.351320713)","4333 W 60TH ST, 90043",2
Metal/Appliances,34.0732692834,-118.314491885,"(34.0732692834, -118.314491885)","106 N RIDGEWOOD PL, 90004",2
Metal/Appliances,34.1474108852,-118.526394035,"(34.1474108852, -118.526394035)","18049 W MEDLEY DR, 91316",2
Bulky Items,33.7394141378,-118.313463578,"(33.7394141378, -118.313463578)","1715 W EL REY ROAD, 90732",2
Water Waste,34.1227146373,-118.265346053,"(34.1227146373, -118.265346053)","3914 W EDENHURST AVE, 90039",2
Bulky Items,33.7413106652,-118.286869976,"(33.7413106652, -118.286869976)","441 W 3RD ST, 90731",2
Bulky Items,33.7363048318,-118.299138331,"(33.7363048318, -118.299138331)","833 S ALMA ST, 90731",2
Metal/Appliances,34.2363981639,-118.443364099,"(34.2363981639, -118.443364099)","14231 W CALAHAN ST, 91402",2
Bulky Items,33.9741062145,-118.332922308,"(33.9741062145, -118.332922308)","7200 S VICTORIA AVE, 90043",2
Bulky Items,33.946209184,-118.316677127,"(33.946209184, -118.316677127)","9901 S HAAS AVE, 90047",2
Bulky Items,33.7416386971,-118.311946309,"(33.7416386971, -118.311946309)","306 S DAVE DR, 90732",2
Bulky Items,33.9737236825,-118.329444558,"(33.9737236825, -118.329444558)","3221 W 73RD ST, 90043",2
Bulky Items,33.7376704084,-118.280352569,"(33.7376704084, -118.280352569)","700 S BEACON ST, 90731",2
Bulky Items,33.9471478291,-118.27232224,"(33.9471478291, -118.27232224)","142 E 98TH ST, 90003",2
Bulky Items,33.9743319655,-118.333965296,"(33.9743319655, -118.333965296)","3536 W FLORENCE AVE, 90043",2
Bulky Items,33.9728581663,-118.324032628,"(33.9728581663, -118.324032628)","2723 W 74TH ST, 90043",2
Bulky Items,33.9463174514,-118.28660407,"(33.9463174514, -118.28660407)","656 W 99TH ST, 90044",2
Bulky Items,33.9509654946,-118.272184932,"(33.9509654946, -118.272184932)","146 E 94TH ST, 90003",2
Bulky Items,33.7342604979,-118.299148057,"(33.7342604979, -118.299148057)","1051 S ALMA ST, 90731",2
Bulky Items,33.7268475648,-118.288677324,"(33.7268475648, -118.288677324)","527 1/2 W 19TH ST, 90731",2
Bulky Items,33.7422919087,-118.296089086,"(33.7422919087, -118.296089086)","867 W 2ND ST, 90731",2
Bulky Items,33.7286679203,-118.292749437,"(33.7286679203, -118.292749437)","715 W 17TH ST, 90731",2
Bulky Items,33.974666301,-118.333648523,"(33.974666301, -118.333648523)","3525 W FLORENCE AVE, 90043",2
Bulky Items,33.9493372457,-118.24643416,"(33.9493372457, -118.24643416)","9547 S COMPTON AVE, 90002",2
Bulky Items,33.9469290752,-118.239172496,"(33.9469290752, -118.239172496)","9815 S WILMINGTON AVE, 90002",2
Bulky Items,33.7314448517,-118.30670102,"(33.7314448517, -118.30670102)","1343 W 14TH ST, 90732",2
Water Waste,34.1212283479,-118.264944016,"(34.1212283479, -118.264944016)","3448 N GARDENSIDE LANE, 90039",2
Bulky Items,33.951231175,-118.260021366,"(33.951231175, -118.260021366)","823 E 94TH ST, 90002",2
Bulky Items,33.9731810393,-118.302611118,"(33.9731810393, -118.302611118)","7315 S HALLDALE AVE, 90047",2
Bulky Items,33.9859967698,-118.472281714,"(33.9859967698, -118.472281714)","16 E 18TH AVE, 90291",2
Animal Remains,33.740553264,-118.285732412,"(33.740553264, -118.285732412)","MESA ST AT 4TH ST, 90731",2
Bulky Items,33.9857300255,-118.284583356,"(33.9857300255, -118.284583356)","620 1/2 W 59TH PL, 90044",2
